timestamp,vga5,vga1,vga6,vga9,vga2,vga3,vga0,vga7,vga4,vga8,max,min,avg
65,0.8105,0.8379,0.8216,0.7925,0.8019,0.8362,0.8113,0.8293,0.8756,0.807,0.8756,0.7925,0.8224
66,0.8105,0.8379,0.8233,0.8027,0.8019,0.8379,0.8113,0.831,0.8756,0.807,0.8756,0.8019,0.8239
67,0.8113,0.8379,0.8233,0.8062,0.8019,0.8379,0.8113,0.831,0.8756,0.807,0.8756,0.8019,0.8243
68,0.8113,0.8379,0.8293,0.807,0.8019,0.8379,0.8113,0.831,0.8756,0.807,0.8756,0.8019,0.825
69,0.8113,0.8379,0.8293,0.8096,0.8045,0.8379,0.8113,0.831,0.8756,0.807,0.8756,0.8045,0.8255
70,0.8113,0.8388,0.8293,0.8096,0.8053,0.8405,0.8113,0.831,0.8756,0.807,0.8756,0.8053,0.826
71,0.8122,0.8388,0.8293,0.8096,0.8053,0.8413,0.8113,0.831,0.8756,0.807,0.8756,0.8053,0.8261
72,0.8122,0.8388,0.8293,0.8096,0.8053,0.8413,0.8113,0.8319,0.8756,0.807,0.8756,0.8053,0.8262
73,0.8122,0.8388,0.8293,0.8105,0.8053,0.8413,0.8113,0.8319,0.8765,0.807,0.8765,0.8053,0.8264
74,0.8122,0.8388,0.8319,0.8105,0.8053,0.8413,0.8113,0.8328,0.8765,0.807,0.8765,0.8053,0.8268
75,0.8122,0.8388,0.8319,0.8105,0.8053,0.8413,0.8113,0.8328,0.8765,0.807,0.8765,0.8053,0.8268
76,0.8122,0.8388,0.8345,0.8105,0.8053,0.8413,0.8113,0.8336,0.8765,0.8096,0.8765,0.8053,0.8274
77,0.8122,0.8388,0.8345,0.8105,0.8259,0.8413,0.8113,0.8336,0.8765,0.8122,0.8765,0.8105,0.8297
78,0.8139,0.8388,0.8353,0.8122,0.8285,0.8413,0.8113,0.8336,0.8765,0.8122,0.8765,0.8113,0.8304
79,0.8139,0.8388,0.8353,0.8122,0.8336,0.8413,0.8216,0.8336,0.8782,0.8122,0.8782,0.8122,0.8321
80,0.8139,0.8388,0.8422,0.8122,0.8379,0.8413,0.8216,0.8336,0.8782,0.8122,0.8782,0.8122,0.8332
81,0.8139,0.8388,0.8422,0.8122,0.8379,0.8413,0.8216,0.8336,0.8782,0.8122,0.8782,0.8122,0.8332
82,0.8139,0.8388,0.8422,0.8122,0.8405,0.8413,0.8216,0.8396,0.8782,0.8122,0.8782,0.8122,0.8341
83,0.8148,0.8388,0.8422,0.8122,0.8405,0.8413,0.8216,0.8396,0.8782,0.8122,0.8782,0.8122,0.8341
84,0.8148,0.8388,0.8422,0.8122,0.8405,0.8448,0.8216,0.8405,0.8782,0.8122,0.8782,0.8122,0.8346
85,0.8148,0.8388,0.8422,0.8139,0.8405,0.8448,0.8216,0.8405,0.8782,0.8165,0.8782,0.8139,0.8352
86,0.8173,0.8388,0.8422,0.8139,0.8405,0.8456,0.8233,0.8405,0.8782,0.8165,0.8782,0.8139,0.8357
87,0.8182,0.8388,0.8422,0.8139,0.8405,0.8456,0.8233,0.8405,0.8782,0.8165,0.8782,0.8139,0.8358
88,0.8182,0.8405,0.8422,0.8139,0.8413,0.8456,0.8233,0.8413,0.8782,0.8165,0.8782,0.8139,0.8361
89,0.8182,0.8405,0.8422,0.8139,0.8431,0.8456,0.8259,0.8439,0.8782,0.8165,0.8782,0.8139,0.8368
90,0.8182,0.8413,0.8422,0.8233,0.8431,0.8456,0.8259,0.8439,0.8782,0.8199,0.8782,0.8182,0.8382
91,0.8182,0.8413,0.8422,0.8302,0.8431,0.8456,0.8259,0.8439,0.8782,0.8199,0.8782,0.8182,0.8388
92,0.8182,0.8413,0.8422,0.8302,0.8431,0.8456,0.8259,0.8456,0.8782,0.8199,0.8782,0.8182,0.839
93,0.8182,0.8413,0.8448,0.8302,0.8431,0.8456,0.8259,0.8456,0.8782,0.8199,0.8782,0.8182,0.8393
94,0.8208,0.8413,0.8448,0.8302,0.8431,0.8456,0.8276,0.8456,0.8782,0.8199,0.8782,0.8199,0.8397
95,0.8208,0.8413,0.8456,0.8302,0.8431,0.8456,0.8276,0.8456,0.8791,0.8199,0.8791,0.8199,0.8399
96,0.8208,0.8413,0.8456,0.8302,0.8431,0.8465,0.8276,0.8456,0.8791,0.8199,0.8791,0.8199,0.84
97,0.8208,0.8413,0.8456,0.8319,0.8431,0.8465,0.8276,0.8456,0.8791,0.8199,0.8791,0.8199,0.8401
98,0.8208,0.8413,0.8456,0.8319,0.8431,0.8465,0.8276,0.8456,0.8791,0.8199,0.8791,0.8199,0.8401
99,0.8208,0.8413,0.8456,0.8319,0.8431,0.8465,0.8276,0.8456,0.8791,0.8199,0.8791,0.8199,0.8401
100,0.8216,0.8413,0.8456,0.8319,0.8516,0.8465,0.8276,0.8456,0.8791,0.8225,0.8791,0.8216,0.8413
101,0.8216,0.8413,0.8456,0.8319,0.8516,0.8465,0.8276,0.8456,0.8791,0.8225,0.8791,0.8216,0.8413
102,0.8216,0.8413,0.8456,0.8328,0.8516,0.8465,0.8276,0.8465,0.8791,0.8225,0.8791,0.8216,0.8415
103,0.8216,0.8413,0.8456,0.8328,0.8516,0.8465,0.8276,0.8465,0.8791,0.8225,0.8791,0.8216,0.8415
104,0.8216,0.8413,0.8456,0.8353,0.8533,0.8465,0.8293,0.8465,0.8791,0.8225,0.8791,0.8216,0.8421
105,0.8328,0.8413,0.8456,0.8353,0.8542,0.8465,0.8293,0.8465,0.8791,0.8225,0.8791,0.8225,0.8433
106,0.8362,0.8413,0.8456,0.8353,0.8542,0.8465,0.8293,0.8465,0.8799,0.8225,0.8799,0.8225,0.8437
107,0.8362,0.8413,0.8456,0.8353,0.8542,0.8465,0.8293,0.8465,0.8799,0.8328,0.8799,0.8293,0.8448
108,0.8362,0.8413,0.8456,0.8353,0.8542,0.8611,0.8293,0.8491,0.8799,0.8328,0.8799,0.8293,0.8465
109,0.8362,0.8413,0.8456,0.8353,0.8542,0.8611,0.831,0.8491,0.8799,0.8328,0.8799,0.831,0.8467
110,0.8362,0.8413,0.8456,0.8353,0.8542,0.8628,0.8328,0.8542,0.8799,0.8328,0.8799,0.8328,0.8475
111,0.8362,0.8413,0.8456,0.8362,0.8542,0.8628,0.8328,0.8542,0.8799,0.8328,0.8799,0.8328,0.8476
112,0.8362,0.8413,0.8465,0.8362,0.8542,0.8628,0.8328,0.8542,0.8799,0.8328,0.8799,0.8328,0.8477
113,0.8362,0.8413,0.8465,0.8362,0.8559,0.8628,0.8328,0.8542,0.8799,0.8328,0.8799,0.8328,0.8479
114,0.8362,0.8413,0.8465,0.8362,0.8559,0.8628,0.8336,0.8542,0.8799,0.8328,0.8799,0.8328,0.8479
115,0.8362,0.8413,0.8465,0.8362,0.8559,0.8628,0.8336,0.8542,0.8799,0.8328,0.8799,0.8328,0.8479
116,0.8379,0.8413,0.8465,0.8508,0.8559,0.8628,0.8336,0.8542,0.8799,0.8328,0.8799,0.8328,0.8496
117,0.8379,0.8413,0.8465,0.8525,0.8559,0.8628,0.8336,0.8542,0.8799,0.8328,0.8799,0.8328,0.8497
118,0.8379,0.8413,0.8465,0.8525,0.8568,0.8722,0.8336,0.8542,0.8799,0.8328,0.8799,0.8328,0.8508
119,0.8379,0.8413,0.8465,0.8525,0.8568,0.8722,0.8336,0.8542,0.8799,0.8328,0.8799,0.8328,0.8508
120,0.8379,0.8413,0.8465,0.8525,0.8568,0.8722,0.8345,0.8542,0.8799,0.8328,0.8799,0.8328,0.8509
121,0.8379,0.8413,0.8465,0.8525,0.8568,0.8722,0.8345,0.8542,0.8808,0.8328,0.8808,0.8328,0.851
122,0.8379,0.8413,0.8465,0.8525,0.8568,0.8722,0.8345,0.8542,0.8808,0.8328,0.8808,0.8328,0.851
123,0.8388,0.8465,0.8465,0.8525,0.8568,0.8748,0.8345,0.8542,0.8808,0.8328,0.8808,0.8328,0.8518
124,0.8388,0.8465,0.8465,0.8525,0.8568,0.8748,0.8345,0.8542,0.8808,0.8328,0.8808,0.8328,0.8518
125,0.8388,0.8465,0.8465,0.8525,0.8568,0.8748,0.8345,0.8542,0.8808,0.8328,0.8808,0.8328,0.8518
126,0.8388,0.8465,0.8465,0.8525,0.8568,0.8748,0.8345,0.8559,0.8808,0.8328,0.8808,0.8328,0.852
127,0.8388,0.8465,0.8465,0.8525,0.8568,0.8748,0.8345,0.8559,0.8808,0.8328,0.8808,0.8328,0.852
128,0.8388,0.8465,0.8465,0.8525,0.8568,0.8748,0.8345,0.8559,0.8808,0.8328,0.8808,0.8328,0.852
129,0.8388,0.8465,0.8465,0.8525,0.8568,0.8756,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.8522
130,0.8405,0.8473,0.8465,0.8525,0.8568,0.8756,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.8525
131,0.8405,0.8473,0.8465,0.8525,0.8568,0.8774,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.8527
132,0.8405,0.8473,0.8465,0.8525,0.8568,0.8791,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.8528
133,0.8405,0.8473,0.8473,0.8525,0.8568,0.8791,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.8529
134,0.8405,0.8473,0.8473,0.8525,0.8568,0.8791,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.8529
135,0.8405,0.8473,0.8473,0.8525,0.8568,0.8791,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.8529
136,0.8405,0.8473,0.8482,0.8525,0.8568,0.8791,0.8345,0.8559,0.8808,0.8345,0.8808,0.8345,0.853
137,0.8405,0.8473,0.8482,0.8525,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8534
138,0.8405,0.8473,0.8482,0.8525,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8534
139,0.8405,0.8499,0.8482,0.8533,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8538
140,0.8405,0.8499,0.8482,0.8533,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8538
141,0.8405,0.8499,0.8482,0.8611,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8546
142,0.8405,0.8499,0.8499,0.8611,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8547
143,0.8405,0.8499,0.8499,0.8611,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8547
144,0.8405,0.8499,0.8499,0.8611,0.8568,0.8791,0.8345,0.8559,0.8851,0.8345,0.8851,0.8345,0.8547
145,0.8405,0.8516,0.8516,0.8611,0.8568,0.8791,0.8345,0.8568,0.8851,0.8345,0.8851,0.8345,0.8552
146,0.8405,0.8516,0.8516,0.8611,0.8576,0.8791,0.8345,0.8568,0.8851,0.8345,0.8851,0.8345,0.8552
147,0.8405,0.8516,0.8542,0.8611,0.8593,0.8791,0.8345,0.8568,0.8859,0.8345,0.8859,0.8345,0.8558
148,0.8413,0.8516,0.8542,0.8611,0.8593,0.8791,0.8353,0.8568,0.8859,0.8345,0.8859,0.8345,0.8559
149,0.8413,0.8516,0.8542,0.8611,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.856
150,0.8413,0.8516,0.8542,0.8611,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.856
151,0.8413,0.8533,0.8542,0.8611,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.8562
152,0.8413,0.8576,0.8542,0.8611,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.8566
153,0.8413,0.8576,0.8542,0.8619,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.8567
154,0.8413,0.8593,0.8542,0.8619,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.8569
155,0.8413,0.8593,0.8542,0.8619,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.8569
156,0.8413,0.8602,0.8619,0.8619,0.8593,0.8791,0.8353,0.8568,0.8868,0.8345,0.8868,0.8345,0.8577
157,0.8413,0.8602,0.8636,0.8619,0.8593,0.8791,0.837,0.8568,0.8868,0.8345,0.8868,0.8345,0.858
158,0.8413,0.8602,0.8636,0.8679,0.8593,0.8791,0.837,0.8568,0.8868,0.8345,0.8868,0.8345,0.8586
159,0.8413,0.8602,0.8636,0.8679,0.8593,0.8791,0.837,0.8568,0.8868,0.8345,0.8868,0.8345,0.8586
160,0.8413,0.8602,0.8636,0.8696,0.8593,0.8791,0.837,0.8568,0.8868,0.8345,0.8868,0.8345,0.8588
161,0.8431,0.8602,0.8636,0.8765,0.8593,0.8791,0.837,0.8568,0.8868,0.8345,0.8868,0.8345,0.8597
162,0.8431,0.8602,0.8636,0.8765,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.8598
163,0.8431,0.8602,0.8636,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.8599
164,0.8431,0.8602,0.8636,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.8599
165,0.8431,0.8602,0.8636,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.8599
166,0.8431,0.8602,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
167,0.8431,0.8602,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
168,0.8431,0.8602,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
169,0.8431,0.8602,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
170,0.8431,0.8602,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
171,0.8431,0.8602,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
172,0.8431,0.8611,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
173,0.8431,0.8611,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
174,0.8431,0.8611,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8345,0.8877,0.8345,0.86
175,0.8431,0.8611,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8602
176,0.8431,0.8636,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8605
177,0.8431,0.8636,0.8645,0.8774,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8605
178,0.8431,0.8636,0.8645,0.8782,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8605
179,0.8431,0.8636,0.8645,0.8782,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8605
180,0.8431,0.8636,0.8645,0.8782,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8605
181,0.8439,0.8645,0.8645,0.8782,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8607
182,0.8439,0.8645,0.8645,0.8782,0.8593,0.8791,0.837,0.8568,0.8877,0.8362,0.8877,0.8362,0.8607
183,0.8439,0.8645,0.8645,0.8782,0.8593,0.8791,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8608
184,0.8439,0.8645,0.8645,0.8782,0.8593,0.8791,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8608
185,0.8439,0.8645,0.8645,0.8782,0.8593,0.8791,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8608
186,0.8439,0.8645,0.8645,0.8782,0.8593,0.8799,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8609
187,0.8439,0.8645,0.8654,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8611
188,0.8448,0.8645,0.8654,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
189,0.8448,0.8645,0.8654,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
190,0.8448,0.8645,0.8654,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
191,0.8448,0.8645,0.8654,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
192,0.8448,0.8645,0.8654,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
193,0.8448,0.8645,0.8662,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
194,0.8448,0.8645,0.8662,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
195,0.8448,0.8645,0.8662,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8612
196,0.8448,0.8654,0.8662,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8613
197,0.8448,0.8654,0.8679,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8615
198,0.8448,0.8654,0.8679,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8615
199,0.8448,0.8654,0.8679,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8615
200,0.8448,0.8654,0.8679,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8615
201,0.8448,0.8654,0.8688,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8616
202,0.8448,0.8654,0.8739,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8621
203,0.8448,0.8654,0.8739,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8362,0.8877,0.8362,0.8621
204,0.8448,0.8654,0.8739,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8623
205,0.8448,0.8654,0.8756,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8624
206,0.8448,0.8654,0.8756,0.8782,0.8593,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8624
207,0.8448,0.8654,0.8756,0.8782,0.8611,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8626
208,0.8448,0.8654,0.8756,0.8782,0.8628,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8628
209,0.8448,0.8654,0.8756,0.8782,0.8628,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8628
210,0.8448,0.8654,0.8756,0.8782,0.8628,0.8808,0.8379,0.8568,0.8877,0.8379,0.8877,0.8379,0.8628
